id,item_id,name,gender,country,age,is_speaker
74,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
75,76,"{""en"": ""Student Regular Ticket"", ""it"": ""Biglietto Regular Studenti""}",male,IT,16,
76,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,23,TRUE
77,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,29,
78,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
79,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,20,
80,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,22,
81,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,23,
82,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,2,
83,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",not_say,IT,27,TRUE
84,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,51,
85,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,33,
86,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,25,
87,76,"{""en"": ""Student Regular Ticket"", ""it"": ""Biglietto Regular Studenti""}",,,,
88,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,45,TRUE
89,82,"{""en"": ""Business Late Ticket"", ""it"": ""Biglietto Late Business""}",male,IT,30,TRUE
90,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",,,,
91,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,50,
92,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,35,
93,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
94,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,25,
95,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,31,TRUE
96,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,36,
97,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,36,
98,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,42,
99,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,33,
100,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,BD,25,
101,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",,,41,
102,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",,,,
103,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",female,IT,47,
104,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,PL,29,TRUE
105,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,30,
106,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,40,
107,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,0,
108,76,"{""en"": ""Student Regular Ticket"", ""it"": ""Biglietto Regular Studenti""}",male,IT,24,
109,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,40,TRUE
110,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,24,
111,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
112,76,"{""en"": ""Student Regular Ticket"", ""it"": ""Biglietto Regular Studenti""}",male,IT,28,
113,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",male,IT,29,
114,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
115,78,"{""en"": ""Business Regular Ticket"", ""it"": ""Biglietto Regular Business""}",male,IT,41,
116,77,"{""en"": ""Personal Regular Ticket"", ""it"": ""Biglietto Regular Personale""}",,,,
117,76,"{""en"": ""Student Regular Ticket"", ""it"": ""Biglietto Regular Studenti""}",male,IT,23,
